"","site","collection_date","YYYYMMDD","quadrat","plant","rhi_length","node1","node2","node3","node4","node5","leaf_length1","leaf_length2","leaf_length3","leaf_length4","leaf_length5","leaf_length6","leaf_length7","leaf_length8","leaf_length9","leaf_length10","leaf_width1","leaf_width2","leaf_width3","leaf_width4","leaf_width5","leaf_width6","leaf_width7","leaf_width8","leaf_width9","leaf_width10","rhi_mass_fw","shoot_mass_fw","xs_shoot_mass_fw","iso_count","iso_fw","gamm_amph_count","gamm_amph_fw","caprel_count","caprel_fw","limpet_count","limpet_fw","gastropod_count","gastropod_fw","crab_count","crab_fw","polychaete_count","other_animal_notes","notes","epiphyte_mass_dw","rhi_mass_dw","shoot_mass_dw","xs_shoot_mass_dw","xs_pad_mass_dw","iso_mass_dw","gamm_amph_mass_dw","caprel_mass_dw","limpet_mass_dw","gastropod_mass_dw","crab_mass_dw","leaf_area1","na.rm","leaf_area2","leaf_area3","leaf_area4","leaf_area5","leaf_area6","leaf_area7","leaf_area8","leaf_area9","leaf_area10","tot_leaf_area","mean_canopy_height"
"646","2017_M_04","22/6/17",20170622,"2","1",5,1.5,1.9,NA,NA,NA,50.4,26.5,48.4,45.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.7083,2.063,14.9213,1,0.2106,6,0.0051,NA,NA,NA,NA,2,"0.0255",NA,NA,4,"","",0.0071,0.0895,0.2797,1.7755,NA,0.0509999999999999,0.000699999999999923,NA,NA,0.00949999999999984,NA,20.16,TRUE,10.6,24.2,18.08,NA,NA,NA,NA,NA,NA,73.04,42.625
"647","2017_M_04","22/6/17",20170622,"2","2",5,1,2.5,1.6,NA,NA,37.2,41.8,54.4,53.6,28.8,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.4821,2.0772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00549999999999995,0.0633,0.2816,NA,NA,NA,NA,NA,NA,NA,NA,14.88,TRUE,16.72,27.2,26.8,11.52,NA,NA,NA,NA,NA,97.12,43.16
"648","2017_M_04","22/6/17",20170622,"2","3",5,2.4,2.2,NA,NA,NA,60.8,18.2,56.8,48,34.8,69.4,32,NA,NA,NA,0.4,0.3,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5569,3.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0071,0.0809000000000001,0.4481,NA,NA,NA,NA,NA,NA,NA,NA,24.32,TRUE,5.46,28.4,24,17.4,34.7,16,NA,NA,NA,150.28,45.7142857142857
"649","2017_M_04","22/6/17",20170622,"2","4",4.6,1.6,1.5,1,NA,NA,23.4,13,32.8,44.6,50.4,55.8,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.5,0.2,NA,NA,NA,NA,0.4361,1.7861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0114,0.0629,0.2658,NA,NA,NA,NA,NA,NA,NA,NA,9.36,TRUE,5.2,16.4,22.3,25.2,11.16,NA,NA,NA,NA,89.62,36.6666666666667
"650","2017_M_04","22/6/17",20170622,"2","5",5,0.8,1.2,1.7,0.7,0.4,36.8,67.2,69.4,53.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.0022,1.9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00359999999999994,0.12,0.2774,NA,NA,NA,NA,NA,NA,NA,NA,18.4,TRUE,33.6,34.7,26.9,NA,NA,NA,NA,NA,NA,113.6,56.8
"651","2017_M_04","22/6/17",20170622,"3","1",5,1.2,1.3,1.1,0.9,NA,35.1,48.8,53.2,30,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3999,1.0321,3.2776,1,0.1873,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,5,"","",0.00170000000000003,0.0568000000000001,0.1727,0.4984,NA,0.0421,NA,NA,NA,NA,NA,14.04,TRUE,19.52,21.28,12,NA,NA,NA,NA,NA,NA,66.84,41.775
"652","2017_M_04","22/6/17",20170622,"3","2",5,1,0.8,0.7,0.6,0.4,31.8,56.6,30,17.8,27.4,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4337,0.7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00180000000000002,0.0583,0.1164,NA,NA,NA,NA,NA,NA,NA,NA,12.72,TRUE,22.64,12,7.12,10.96,NA,NA,NA,NA,NA,65.44,32.72
"653","2017_M_04","22/6/17",20170622,"3","3",5,0.4,0.9,1,0.3,0.4,37,16,27.4,6.2,23.2,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,0.5756,0.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.003,0.0689,0.1343,NA,NA,NA,NA,NA,NA,NA,NA,18.5,TRUE,6.4,13.7,2.48,9.28,NA,NA,NA,NA,NA,50.36,21.96
"654","2017_M_04","22/6/17",20170622,"3","4",2.8,0.8,0.6,0.6,NA,NA,26,36.2,39.6,26.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.2867,0.8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.0401,0.1162,NA,NA,NA,NA,NA,NA,NA,NA,10.4,TRUE,14.48,15.84,10.48,NA,NA,NA,NA,NA,NA,51.2,32
"655","2017_M_04","22/6/17",20170622,"3","5",5,2,2.4,NA,NA,NA,37.8,15.8,49.6,42,53,57.6,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.3,0.5,NA,NA,NA,NA,0.5917,2.4453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00370000000000004,0.0848000000000001,0.3827,NA,NA,NA,NA,NA,NA,NA,NA,18.9,TRUE,7.9,24.8,16.8,15.9,28.8,NA,NA,NA,NA,113.1,42.6333333333333
"656","2017_M_04","22/6/17",20170622,"4","1",4.7,1.4,1.8,NA,NA,NA,29.2,58.4,10.4,43,32,NA,NA,NA,NA,NA,0.5,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,0.6505,1.6541,5.4436,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,"","",0,0.0765,0.2351,0.6715,NA,NA,NA,NA,NA,NA,NA,14.6,TRUE,35.04,5.2,25.8,19.2,NA,NA,NA,NA,NA,99.84,34.6
"657","2017_M_04","22/6/17",20170622,"4","2",1.7,3,0.4,0.6,NA,NA,18.5,10.1,12.6,35.4,33.8,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.2304,0.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0274000000000001,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,7.4,TRUE,4.04,5.04,14.16,13.52,NA,NA,NA,NA,NA,44.16,22.08
"658","2017_M_04","22/6/17",20170622,"4","3",5,2.3,2.1,NA,NA,NA,37.2,54.2,51,28,16.5,11.1,46.2,NA,NA,NA,0.4,0.4,0.5,0.4,0.3,0.3,0.4,NA,NA,NA,0.3649,1.6608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.001,0.0467000000000001,0.265,NA,NA,NA,NA,NA,NA,NA,NA,14.88,TRUE,21.68,25.5,11.2,4.95,3.33,18.48,NA,NA,NA,100.02,34.8857142857143
"659","2017_M_04","22/6/17",20170622,"4","4",5,0.5,1.5,1.8,1.2,NA,57.4,42.2,31.2,42.5,10.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,0.4182,1.2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0556,0.198,NA,NA,NA,NA,NA,NA,NA,NA,22.96,TRUE,16.88,12.48,21.25,4.12,NA,NA,NA,NA,NA,77.69,36.72
"660","2017_M_04","22/6/17",20170622,"4","5",2.4,0.5,0.7,0.9,NA,NA,12.4,19.2,34,35,NA,NA,NA,NA,NA,NA,0.4,0.4,0.3,0.4,NA,NA,NA,NA,NA,NA,0.1619,0.4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0201,0.0739999999999998,NA,NA,NA,NA,NA,NA,NA,NA,4.96,TRUE,7.68,10.2,14,NA,NA,NA,NA,NA,NA,36.84,25.15
"661","2017_M_04","22/6/17",20170622,"5","1",5,1.5,2,NA,NA,NA,36.2,63.4,46.8,56.4,74.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6384,2.3455,20.0318,NA,NA,NA,NA,1,6e-04,NA,NA,NA,"",NA,NA,NA,"","",0.00470000000000004,0.0757,0.3615,2.4796,NA,NA,NA,0.000500000000000056,NA,NA,NA,14.48,TRUE,25.36,18.72,22.56,29.96,NA,NA,NA,NA,NA,111.08,55.54
"662","2017_M_04","22/6/17",20170622,"5","2",5,1,1,0.7,0.3,0.5,50,68.2,46.8,48.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,1.3166,1.5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00280000000000002,0.1406,0.2719,NA,NA,NA,NA,NA,NA,NA,NA,20,TRUE,27.28,18.72,19.52,NA,NA,NA,NA,NA,NA,85.52,53.45
"663","2017_M_04","22/6/17",20170622,"5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"664","2017_M_04","22/6/17",20170622,"5","4",5,0.5,1,1,0.5,0.4,54.8,31.2,51.2,64.6,13.6,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.6614,1.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00419999999999998,0.0797,0.231,NA,NA,NA,NA,NA,NA,NA,NA,21.92,TRUE,9.36,20.48,25.84,4.08,NA,NA,NA,NA,NA,81.68,43.08
"665","2017_M_04","22/6/17",20170622,"5","5",5,0.5,0.5,0.3,1,0.4,60,47.4,8.9,40.3,17.5,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.7677,1.1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00329999999999997,0.0877,0.1619,NA,NA,NA,NA,NA,NA,NA,NA,24,TRUE,18.96,3.56,16.12,7,NA,NA,NA,NA,NA,69.64,34.82
"666","2017_M_04","22/6/17",20170622,"6","1",5,1.5,2,NA,NA,NA,33.8,52.4,55.6,33,42,13.1,NA,NA,NA,NA,0.4,0.4,0.5,0.4,0.4,0.3,NA,NA,NA,NA,0.3562,1.6438,14.855,NA,NA,NA,NA,3,4e-04,1,0.0315,NA,"",NA,NA,5,"","",0.00190000000000001,0.045,0.2659,1.8881,NA,NA,NA,0.000199999999999978,0.00969999999999993,NA,NA,13.52,TRUE,20.96,27.8,13.2,16.8,3.93,NA,NA,NA,NA,96.21,38.3166666666667
"667","2017_M_04","22/6/17",20170622,"6","2",4.3,0.5,1,1,0.7,0.4,50.2,40.2,12.7,31.2,9.8,47.8,NA,NA,NA,NA,0.5,0.5,0.4,0.4,0.5,0.4,NA,NA,NA,NA,0.8754,1.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.1222,0.1885,NA,NA,NA,NA,NA,NA,NA,NA,25.1,TRUE,20.1,5.08,12.48,4.9,19.12,NA,NA,NA,NA,86.78,31.9833333333333
"668","2017_M_04","22/6/17",20170622,"6","3",5,1,0.7,1.3,8,0.5,36.2,40.6,10.1,49.2,38.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,1.4121,1.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1658,0.1756,NA,NA,NA,NA,NA,NA,NA,NA,14.48,TRUE,16.24,4.04,19.68,15.28,NA,NA,NA,NA,NA,69.72,34.86
"669","2017_M_04","22/6/17",20170622,"6","4",5,0.5,1,1.5,1,NA,18,56.2,56.2,32.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.8164,1.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000900000000000012,0.101,0.165,NA,NA,NA,NA,NA,NA,NA,NA,7.2,TRUE,22.48,28.1,12.88,NA,NA,NA,NA,NA,NA,70.66,40.65
"670","2017_M_04","22/6/17",20170622,"6","5",5,0.9,1.1,2.7,NA,NA,16.7,49.4,29.8,37.8,11.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.2,NA,NA,NA,NA,NA,0.5593,0.9837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0649999999999999,0.1422,NA,NA,NA,NA,NA,NA,NA,NA,6.68,TRUE,19.76,11.92,15.12,2.22,NA,NA,NA,NA,NA,55.7,28.96
"671","2017_M_04","22/6/17",20170622,"7","1",5,1.1,0.9,0.3,0.4,0.3,47.8,49.2,42.6,33.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.6418,0.7973,15.033,NA,NA,NA,NA,NA,NA,1,0.004,NA,"",NA,NA,7,"1 bivalve","",9.9999999999989e-05,0.0621,0.1362,1.7714,NA,NA,NA,NA,5e-04,NA,NA,19.12,TRUE,19.68,17.04,13.28,NA,NA,NA,NA,NA,NA,69.12,43.2
"672","2017_M_04","22/6/17",20170622,"7","2",5,0.3,1.3,1,0.7,0.5,26.2,49.8,47.2,37.4,30.4,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.8305,1.3699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00190000000000001,0.091,0.2269,NA,NA,NA,NA,NA,NA,NA,NA,7.86,TRUE,19.92,18.88,14.96,12.16,NA,NA,NA,NA,NA,73.78,38.2
"673","2017_M_04","22/6/17",20170622,"7","3",5,2.2,2.8,NA,NA,NA,66,57.6,32.4,11.6,57.4,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.6,0.6,NA,NA,NA,NA,NA,0.5955,2.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000500000000000056,0.0704,0.3134,NA,NA,NA,NA,NA,NA,NA,NA,39.6,TRUE,34.56,16.2,6.96,34.44,NA,NA,NA,NA,NA,131.76,45
"674","2017_M_04","22/6/17",20170622,"7","4",5,1.2,1.5,1.2,1,NA,55,13.1,62.2,25,48,40,NA,NA,NA,NA,0.5,0.2,0.5,0.5,0.4,0.4,NA,NA,NA,NA,0.5479,1.6417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00279999999999991,0.074,0.2691,NA,NA,NA,NA,NA,NA,NA,NA,27.5,TRUE,2.62,31.1,12.5,19.2,16,NA,NA,NA,NA,108.92,40.55
"675","2017_M_04","22/6/17",20170622,"7","5",5,1.2,2.3,NA,NA,NA,45.2,54.4,13.6,34.2,61.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4804,1.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00169999999999992,0.0616,0.2489,NA,NA,NA,NA,NA,NA,NA,NA,22.6,TRUE,27.2,5.44,13.68,24.56,NA,NA,NA,NA,NA,93.48,41.76
"676","2017_M_04","22/6/17",20170622,"8","1",5,0.4,1.4,1.7,1.3,NA,75.8,42,69.2,32,16,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.3,NA,NA,NA,NA,NA,1.4428,2.1815,2.5255,1,0.2215,1,4e-04,NA,NA,NA,NA,NA,"",NA,NA,1,"","",0.00290000000000001,0.1606,0.3037,0.2665,NA,0.0495,0,NA,NA,NA,NA,37.9,TRUE,21,41.52,19.2,4.8,NA,NA,NA,NA,NA,124.42,47
"677","2017_M_04","22/6/17",20170622,"8","2",5,0.6,2,NA,NA,NA,70,37.4,70.6,68.2,43,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.185,4.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00370000000000004,0.1449,0.5694,NA,NA,NA,NA,NA,NA,NA,NA,42,TRUE,26.18,49.42,47.74,30.1,NA,NA,NA,NA,NA,195.44,57.84
"678","2017_M_04","22/6/17",20170622,"8","3",5,0.5,1,1.5,1,NA,26.1,20.9,12.2,12.5,7.9,NA,NA,NA,NA,NA,0.5,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.6277,0.5477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000500000000000056,0.096,0.0981000000000001,NA,NA,NA,NA,NA,NA,NA,NA,13.05,TRUE,8.36,4.88,3.75,2.37,NA,NA,NA,NA,NA,32.41,15.92
"679","2017_M_04","22/6/17",20170622,"8","4",1,0.4,0.6,NA,NA,NA,46,13.2,43.6,21.7,19.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.0635,0.9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.00600000000000001,0.1265,NA,NA,NA,NA,NA,NA,NA,NA,18.4,TRUE,5.28,17.44,6.51,5.73,NA,NA,NA,NA,NA,53.36,28.72
"680","2017_M_04","22/6/17",20170622,"8","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"681","2017_M_05","23/6/17",20170623,"1","1",5,1.8,1.7,NA,NA,NA,25.2,32,39.2,16.3,45.2,29,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.4492,1.1134,9.0001,1,0.0014,2,0.0076,13,0.0416,10,0.1338,NA,"",NA,NA,4,"","",0.0145000000000001,0.0517,0.1754,1.2654,NA,0.000199999999999978,0.000599999999999989,0.00340000000000007,0.0609000000000001,NA,NA,10.08,TRUE,12.8,15.68,6.52,18.08,11.6,NA,NA,NA,NA,74.76,31.15
"682","2017_M_05","23/6/17",20170623,"1","2",5,2,2,NA,NA,NA,66,47.6,56.2,49.4,18.7,23.8,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.545,2.1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0251,0.0802,0.323,NA,NA,NA,NA,NA,NA,NA,NA,33,TRUE,23.8,28.1,24.7,9.35,11.9,NA,NA,NA,NA,130.85,43.6166666666667
"683","2017_M_05","23/6/17",20170623,"1","3",5,1.1,1.1,1.2,1,NA,52,49.4,26.1,34.2,6.8,27.4,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.4,0.4,NA,NA,NA,NA,0.4532,1.0603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.013,0.0702,0.1711,NA,NA,NA,NA,NA,NA,NA,NA,20.8,TRUE,19.76,7.83,13.68,2.72,10.96,NA,NA,NA,NA,75.75,32.65
"684","2017_M_05","23/6/17",20170623,"1","4",5,1,1.9,NA,NA,NA,33.4,28,7.1,51.2,61.6,34.8,NA,NA,NA,NA,0.4,0.5,0.3,0.5,0.5,0.4,NA,NA,NA,NA,0.5321,1.4796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.0569000000000001,0.2302,NA,NA,NA,NA,NA,NA,NA,NA,13.36,TRUE,14,2.13,25.6,30.8,13.92,NA,NA,NA,NA,99.81,36.0166666666667
"685","2017_M_05","23/6/17",20170623,"1","5",5,1.5,2.3,NA,NA,NA,59,48,40.6,20.7,21.3,34.4,NA,NA,NA,NA,0.5,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,0.6048,1.8403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0147999999999999,0.0620000000000001,0.2619,NA,NA,NA,NA,NA,NA,NA,NA,29.5,TRUE,19.2,20.3,8.28,10.65,17.2,NA,NA,NA,NA,105.13,37.3333333333333
"686","2017_M_05","23/6/17",20170623,"2","1",5,0.5,0.9,0.9,1.3,1,17.5,38.2,13.5,35.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,0.951,0.6448,13.1368,1,0.001,NA,NA,6,0.0181,4,0.0383,NA,"",NA,NA,11,"","",0.00949999999999995,0.098,0.0958000000000001,1.5581,NA,0.000300000000000078,NA,0.000699999999999978,0.0188,NA,NA,7,TRUE,15.28,5.4,17.8,NA,NA,NA,NA,NA,NA,45.48,26.2
"687","2017_M_05","23/6/17",20170623,"2","2",5,0.8,1.1,1.6,1.5,NA,3.4,30.8,21,31.2,34.4,NA,NA,NA,NA,NA,0.3,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,0.5613,0.6832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00900000000000001,0.0579000000000001,0.1157,NA,NA,NA,NA,NA,NA,NA,NA,1.02,TRUE,12.32,6.3,12.48,13.76,NA,NA,NA,NA,NA,45.88,24.16
"688","2017_M_05","23/6/17",20170623,"2","3",5,0.6,1,1.2,0.9,0.8,8,36.6,40,28.4,33.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.8374,0.8512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00989999999999991,0.0906,0.1399,NA,NA,NA,NA,NA,NA,NA,NA,3.2,TRUE,14.64,16,11.36,13.28,NA,NA,NA,NA,NA,58.48,29.24
"689","2017_M_05","23/6/17",20170623,"2","5",5,1.8,2.2,NA,NA,NA,48.2,35.8,7.9,37.2,31.6,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.4982,1.3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0101,0.0842000000000001,0.137,NA,NA,NA,NA,NA,NA,NA,NA,19.28,TRUE,17.9,3.16,18.6,15.8,NA,NA,NA,NA,NA,74.74,32.14
"690","2017_M_05","23/6/17",20170623,"2","4",5,1.1,1.5,1.1,1.1,NA,13.9,5.3,37.2,21.6,35,2.1,25,NA,NA,NA,0.3,0.3,0.4,0.4,0.4,0.3,0.4,NA,NA,NA,0.785,0.7842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0112000000000001,0.0561,0.1874,NA,NA,NA,NA,NA,NA,NA,NA,4.17,TRUE,1.59,14.88,8.64,14,0.63,10,NA,NA,NA,53.91,20.0142857142857
"691","2017_M_05","23/6/17",20170623,"3","1",5,1.2,2.3,NA,NA,NA,82.1,41.8,74.2,67.4,45.2,NA,NA,NA,NA,NA,0.6,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.6326,2.7181,9.5445,NA,NA,4,0.0075,2,0.0082,5,0.0871,2,"0.0082",NA,NA,1,"","",0.0118,0.0752,0.4218,0.9838,NA,NA,9.9999999999989e-05,0.000200000000000089,0.0344,0.00290000000000001,NA,49.26,TRUE,16.72,37.1,33.7,27.12,NA,NA,NA,NA,NA,163.9,62.14
"692","2017_M_05","23/6/17",20170623,"3","2",5,0.8,1.4,1.4,1.2,NA,7.6,33.3,35,16.8,27.4,20,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.4903,0.8565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00900000000000001,0.0587,0.1207,NA,NA,NA,NA,NA,NA,NA,NA,1.52,TRUE,13.32,14,6.72,10.96,8,NA,NA,NA,NA,54.52,23.35
"693","2017_M_05","23/6/17",20170623,"3","3",5,0.9,2.6,NA,NA,NA,17.4,33,8,9.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.2632,0.4437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00760000000000005,0.0281,0.0684,NA,NA,NA,NA,NA,NA,NA,NA,6.96,TRUE,13.2,3.2,3.68,NA,NA,NA,NA,NA,NA,27.04,16.9
"694","2017_M_05","23/6/17",20170623,"3","4",5,0.6,2.2,2.2,NA,NA,21.8,51.9,64.8,20,50.8,9.4,NA,NA,NA,NA,0.3,0.4,0.5,0.4,0.5,0.3,NA,NA,NA,NA,1.0917,1.6138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00990000000000002,0.1421,0.2408,NA,NA,NA,NA,NA,NA,NA,NA,6.54,TRUE,20.76,32.4,8,25.4,2.82,NA,NA,NA,NA,95.92,36.45
"695","2017_M_05","23/6/17",20170623,"3","5",5,1.7,2.3,NA,NA,NA,21.8,8.7,73,54.9,60.1,50,22,4,NA,NA,0.3,0.3,0.5,0.5,0.6,0.6,0.5,0.3,NA,NA,0.8692,2.3022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0117,0.0988,0.3232,NA,NA,NA,NA,NA,NA,NA,NA,6.54,TRUE,2.61,36.5,27.45,36.06,30,11,1.2,NA,NA,151.36,36.8125
"696","2017_M_05","23/6/17",20170623,"4","1",5,1.9,2.1,NA,NA,NA,43.6,19.1,44.8,39.4,8.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.7931,1.06,3.8194,1,0.158,3,0.0067,4,0.0158,3,0.0472,NA,"",NA,NA,8,"","",0.0071,0.1165,0.1932,0.6089,NA,0.0413999999999999,0.000400000000000067,0.000400000000000011,0.0128,NA,NA,21.8,TRUE,9.55,22.4,19.7,4.2,NA,NA,NA,NA,NA,77.65,31.06
"697","2017_M_05","23/6/17",20170623,"4","2",5,1,1,1.6,1,NA,23.2,41,25.5,27.2,26,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,0.5204,0.8188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00990000000000002,0.0790999999999999,0.1488,NA,NA,NA,NA,NA,NA,NA,NA,9.28,TRUE,12.3,10.2,10.88,7.8,NA,NA,NA,NA,NA,50.46,28.58
